YYYY-MM,State,Type,Source,Capacity_MW
2021-11,Uttar Pradesh,Renewable,Bio Waster Offgrid,62.41
2021-11,Uttar Pradesh,Renewable,Small Hydro,49.1
2021-11,Uttar Pradesh,Renewable,Solar Ground,1731.5
2021-11,Uttar Pradesh,Renewable,Solar Offgrid,133.29
2021-11,Uttar Pradesh,Renewable,Solar Rooftop,258.78
2021-11,Uttarakhand,Non-Renewable,Hydro,3855.35
2021-11,Uttarakhand,Non-Renewable,Natural Gas,450
2021-11,Uttarakhand,Renewable,Bio Bagasse Cogen,72.72
2021-11,Uttarakhand,Renewable,Bio Other Cogen,57.5
2021-11,Uttarakhand,Renewable,Bio Waster Offgrid,9.22
2021-11,Uttarakhand,Renewable,Small Hydro,214.32
2021-11,Uttarakhand,Renewable,Solar Ground,277.78
2021-11,Uttarakhand,Renewable,Solar Offgrid,12.31
2021-11,Uttarakhand,Renewable,Solar Rooftop,262.71
2021-11,West Bengal,Non-Renewable,Hydro,1341.2
2021-11,West Bengal,Non-Renewable,Natural Gas,80
2021-11,West Bengal,Non-Renewable,Thermal,14177
2021-11,West Bengal,Renewable,Bio Bagasse Cogen,300
2021-11,West Bengal,Renewable,Bio Other Cogen,19.92
2021-11,West Bengal,Renewable,Bio Waster Offgrid,2.53
2021-11,West Bengal,Renewable,Small Hydro,98.5
2021-11,West Bengal,Renewable,Solar Ground,100
2021-11,West Bengal,Renewable,Solar Offgrid,12.95
2021-11,West Bengal,Renewable,Solar Rooftop,51
2022-11,Andaman & Nicobar,Non-Renewable,Thermal,92.71
2022-11,Andaman & Nicobar,Renewable,Small Hydro,5.25
2022-11,Andaman & Nicobar,Renewable,Solar Ground Based,25.05
2022-11,Andaman & Nicobar,Renewable,Solar Offgrid,0.27
2022-11,Andaman & Nicobar,Renewable,Solar Rooftop,4.59
2022-11,Andhra Pradesh,Non-Renewable,Hydro,1610
2022-11,Andhra Pradesh,Non-Renewable,Natural Gas,4898.544
2022-11,Andhra Pradesh,Non-Renewable,Thermal,11626.8
2022-11,Andhra Pradesh,Renewable,Bio Bagasse Cogen,378.1
2022-11,Andhra Pradesh,Renewable,Bio Other Cogen,105.57
2022-11,Andhra Pradesh,Renewable,Bio Waste,53.16
2022-11,Andhra Pradesh,Renewable,Bio Waster Offgrid,29.21
2022-11,Andhra Pradesh,Renewable,Small Hydro,162.11
2022-11,Andhra Pradesh,Renewable,Solar Ground Based,4258.39
2022-11,Andhra Pradesh,Renewable,Solar Offgrid,88.34
2022-11,Andhra Pradesh,Renewable,Solar Rooftop,161.72
2022-11,Andhra Pradesh,Renewable,Wind,4096.65
2022-11,Arunachal Pradesh,Non-Renewable,Hydro,1115
2022-11,Arunachal Pradesh,Renewable,Small Hydro,133.11
2022-11,Arunachal Pradesh,Renewable,Solar Ground Based,1.27
2022-11,Arunachal Pradesh,Renewable,Solar Offgrid,5.62
2022-11,Arunachal Pradesh,Renewable,Solar Rooftop,4.34
2022-11,Assam,Non-Renewable,Hydro,350
2022-11,Assam,Non-Renewable,Natural Gas,597.355
2022-11,Assam,Non-Renewable,Thermal,750
2022-11,Assam,Renewable,Bio Other Cogen,2
2022-11,Assam,Renewable,Small Hydro,34.11
2022-11,Assam,Renewable,Solar Ground Based,105
2022-11,Assam,Renewable,Solar Offgrid,9.44
2022-11,Assam,Renewable,Solar Rooftop,33.48
2022-11,Bihar,Non-Renewable,Thermal,8400
2022-11,Bihar,Renewable,Bio Bagasse Cogen,112.5
2022-11,Bihar,Renewable,Bio Other Cogen,12.2
2022-11,Bihar,Renewable,Bio Waster Offgrid,1.32
2022-11,Bihar,Renewable,Small Hydro,70.7
2022-11,Bihar,Renewable,Solar Ground Based,141.06
2022-11,Bihar,Renewable,Solar Offgrid,21.28
2022-11,Bihar,Renewable,Solar Rooftop,30.55
2022-11,Chandigarh,Renewable,Solar Ground Based,6.34
2022-11,Chandigarh,Renewable,Solar Offgrid,0.81
2022-11,Chandigarh,Renewable,Solar Rooftop,51.54
2022-11,Chhatisgarh,Non-Renewable,Hydro,120
2022-11,Chhatisgarh,Non-Renewable,Thermal,23688
2022-11,Chhatisgarh,Renewable,Bio Bagasse Cogen,272.09
2022-11,Chhatisgarh,Renewable,Bio Other Cogen,2.5
2022-11,Chhatisgarh,Renewable,Bio Waster Offgrid,0.41
2022-11,Chhatisgarh,Renewable,Small Hydro,76
2022-11,Chhatisgarh,Renewable,Solar Ground Based,368.62
2022-11,Chhatisgarh,Renewable,Solar Offgrid,386.73
2022-11,Chhatisgarh,Renewable,Solar Rooftop,48.08
2022-11,Dadar & Nagar Haveli,Renewable,Solar Ground Based,2.49
2022-11,Dadar & Nagar Haveli,Renewable,Solar Rooftop,2.97
2022-11,Daman & Diu,Renewable,Solar Ground Based,10.15
2022-11,Daman & Diu,Renewable,Solar Rooftop,30.86
2022-11,Delhi,Non-Renewable,Natural Gas,2208.4
2022-11,Delhi,Renewable,Bio Waste,84
2022-11,Delhi,Renewable,Solar Ground Based,8.96
2022-11,Delhi,Renewable,Solar Offgrid,1.46
2022-11,Delhi,Renewable,Solar Rooftop,200.7
2022-11,Goa,Non-Renewable,Natural Gas,48
2022-11,Goa,Renewable,Bio Waste,0.34
2022-11,Goa,Renewable,Small Hydro,0.05
2022-11,Goa,Renewable,Solar Ground Based,0.95
2022-11,Goa,Renewable,Solar Offgrid,0.12
2022-11,Goa,Renewable,Solar Rooftop,25.33
2022-11,Gujarat,Non-Renewable,Hydro,1990
2022-11,Gujarat,Non-Renewable,Natural Gas,7551.41
2022-11,Gujarat,Non-Renewable,Nuclear,440
2022-11,Gujarat,Non-Renewable,Thermal,16092
2022-11,Gujarat,Renewable,Bio Bagasse Cogen,65.3
2022-11,Gujarat,Renewable,Bio Other Cogen,12
2022-11,Gujarat,Renewable,Bio Waste,7.5
2022-11,Gujarat,Renewable,Bio Waster Offgrid,25.93
2022-11,Gujarat,Renewable,Small Hydro,89.39
2022-11,Gujarat,Renewable,Solar Ground Based,6210.81
2022-11,Gujarat,Renewable,Solar Offgrid,44.29
2022-11,Gujarat,Renewable,Solar Rooftop,2114.8
2022-11,Gujarat,Renewable,Wind,9860.62
2022-11,Haryana,Non-Renewable,Natural Gas,431.59
2022-11,Haryana,Non-Renewable,Thermal,5330
2022-11,Haryana,Renewable,Bio Bagasse Cogen,151.4
2022-11,Haryana,Renewable,Bio Other Cogen,89.26
2022-11,Haryana,Renewable,Bio Waste,11.2
2022-11,Haryana,Renewable,Bio Waster Offgrid,7.02
2022-11,Haryana,Renewable,Small Hydro,73.5
2022-11,Haryana,Renewable,Solar Ground Based,265.8
2022-11,Haryana,Renewable,Solar Offgrid,298.44
2022-11,Haryana,Renewable,Solar Rooftop,404.43
2022-11,Himachal Pradesh,Non-Renewable,Hydro,10263.02
2022-11,Himachal Pradesh,Renewable,Bio Other Cogen,9.2
2022-11,Himachal Pradesh,Renewable,Bio Waster Offgrid,1
2022-11,Himachal Pradesh,Renewable,Small Hydro,960.71
2022-11,Himachal Pradesh,Renewable,Solar Ground Based,38.1
2022-11,Himachal Pradesh,Renewable,Solar Offgrid,29.97
2022-11,Himachal Pradesh,Renewable,Solar Rooftop,19.31
2022-11,Jammu & Kashmir,Non-Renewable,Hydro,3360
2022-11,Jammu & Kashmir,Non-Renewable,Natural Gas,175
2022-11,Jammu & Kashmir,Renewable,Small Hydro,144.68
2022-11,Jammu & Kashmir,Renewable,Solar Ground Based,2.49
2022-11,Jammu & Kashmir,Renewable,Solar Offgrid,24.11
2022-11,Jammu & Kashmir,Renewable,Solar Rooftop,22.3
2022-11,Jharkhand,Non-Renewable,Hydro,210
2022-11,Jharkhand,Non-Renewable,Thermal,4250
2022-11,Jharkhand,Renewable,Bio Other Cogen,4.3
2022-11,Jharkhand,Renewable,Small Hydro,4.05
2022-11,Jharkhand,Renewable,Solar Ground Based,19.05
2022-11,Jharkhand,Renewable,Solar Offgrid,39.81
2022-11,Jharkhand,Renewable,Solar Rooftop,35.21
2022-11,Karnataka,Non-Renewable,Hydro,3689.2
2022-11,Karnataka,Non-Renewable,Nuclear,880
2022-11,Karnataka,Non-Renewable,Thermal,9505.2
2022-11,Karnataka,Renewable,Bio Bagasse Cogen,1867.1
2022-11,Karnataka,Renewable,Bio Other Cogen,20.2
2022-11,Karnataka,Renewable,Bio Waste,1
2022-11,Karnataka,Renewable,Bio Waster Offgrid,13.85
2022-11,Karnataka,Renewable,Small Hydro,1280.73
2022-11,Karnataka,Renewable,Solar Ground Based,7454.96
2022-11,Karnataka,Renewable,Solar Offgrid,30.31
2022-11,Karnataka,Renewable,Solar Rooftop,394.28
2022-11,Karnataka,Renewable,Wind,5268.15
2022-11,Kerala,Non-Renewable,Hydro,1864.15
2022-11,Kerala,Non-Renewable,Natural Gas,533.58
2022-11,Kerala,Non-Renewable,Thermal,159.96
2022-11,Kerala,Renewable,Bio Other Cogen,2.27
2022-11,Kerala,Renewable,Bio Waster Offgrid,0.23
2022-11,Kerala,Renewable,Small Hydro,266.52
2022-11,Kerala,Renewable,Solar Ground Based,286.48
2022-11,Kerala,Renewable,Solar Offgrid,20.76
2022-11,Kerala,Renewable,Solar Rooftop,346.73
2022-11,Kerala,Renewable,Wind,62.5
2022-11,Ladakh,Non-Renewable,Hydro,89
2022-11,Ladakh,Renewable,Small Hydro,40.79
2022-11,Ladakh,Renewable,Solar Ground Based,6
2022-11,Ladakh,Renewable,Solar Rooftop,1.8
2022-11,Lakshwadeep,Renewable,Solar Ground Based,0.75
2022-11,Lakshwadeep,Renewable,Solar Offgrid,2.52
2022-11,Madhya Pradesh,Non-Renewable,Hydro,2235
2022-11,Madhya Pradesh,Non-Renewable,Thermal,21950
2022-11,Madhya Pradesh,Renewable,Bio Bagasse Cogen,92.5
2022-11,Madhya Pradesh,Renewable,Bio Other Cogen,14.85
2022-11,Madhya Pradesh,Renewable,Bio Waste,15.4
2022-11,Madhya Pradesh,Renewable,Bio Waster Offgrid,9
2022-11,Madhya Pradesh,Renewable,Small Hydro,123.71
2022-11,Madhya Pradesh,Renewable,Solar Ground Based,2459.02
2022-11,Madhya Pradesh,Renewable,Solar Offgrid,81.65
2022-11,Madhya Pradesh,Renewable,Solar Rooftop,224.91
2022-11,Madhya Pradesh,Renewable,Wind,2844.29
2022-11,Maharashtra,Non-Renewable,Hydro,3047
2022-11,Maharashtra,Non-Renewable,Natural Gas,3207.08
2022-11,Maharashtra,Non-Renewable,Nuclear,1400
2022-11,Maharashtra,Non-Renewable,Thermal,23856
2022-11,Maharashtra,Renewable,Bio Bagasse Cogen,2568
2022-11,Maharashtra,Renewable,Bio Other Cogen,16.4
2022-11,Maharashtra,Renewable,Bio Waste,12.59
2022-11,Maharashtra,Renewable,Bio Waster Offgrid,39.43
2022-11,Maharashtra,Renewable,Small Hydro,381.08
2022-11,Maharashtra,Renewable,Solar Ground Based,2089.1
2022-11,Maharashtra,Renewable,Solar Offgrid,110.33
2022-11,Maharashtra,Renewable,Solar Rooftop,1303.66
2022-11,Maharashtra,Renewable,Wind,5012.83
2022-11,Manipur,Non-Renewable,Hydro,105
2022-11,Manipur,Non-Renewable,Thermal,36
2022-11,Manipur,Renewable,Small Hydro,5.45
2022-11,Manipur,Renewable,Solar Offgrid,5.92
2022-11,Manipur,Renewable,Solar Rooftop,6.36
2022-11,Meghalaya,Non-Renewable,Hydro,322
2022-11,Meghalaya,Renewable,Bio Other Cogen,13.8
2022-11,Meghalaya,Renewable,Small Hydro,32.53
2022-11,Meghalaya,Renewable,Solar Offgrid,3.94
2022-11,Meghalaya,Renewable,Solar Rooftop,0.21
2022-11,Mizoram,Non-Renewable,Hydro,60
2022-11,Mizoram,Renewable,Small Hydro,41.47
2022-11,Mizoram,Renewable,Solar Ground Based,0.1
2022-11,Mizoram,Renewable,Solar Offgrid,6.35
2022-11,Mizoram,Renewable,Solar Rooftop,1.56
2022-11,Nagaland,Non-Renewable,Hydro,75
2022-11,Nagaland,Renewable,Small Hydro,31.67
2022-11,Nagaland,Renewable,Solar Offgrid,2.04
2022-11,Nagaland,Renewable,Solar Rooftop,1
2022-11,Odisha,Non-Renewable,Hydro,2154.55
2022-11,Odisha,Non-Renewable,Thermal,9540
2022-11,Odisha,Renewable,Bio Bagasse Cogen,50.4
2022-11,Odisha,Renewable,Bio Other Cogen,8.82
2022-11,Odisha,Renewable,Small Hydro,115.63
2022-11,Odisha,Renewable,Solar Ground Based,403.56
2022-11,Odisha,Renewable,Solar Offgrid,27.5
2022-11,Odisha,Renewable,Solar Rooftop,21.66
2022-11,Others,Renewable,Solar Offgrid,45.01
2022-11,Others,Renewable,Wind,4.3
2022-11,Pondicherry,Non-Renewable,Natural Gas,32.5
2022-11,Pondicherry,Renewable,Solar Ground Based,0.8
2022-11,Pondicherry,Renewable,Solar Offgrid,0.18
2022-11,Pondicherry,Renewable,Solar Rooftop,34.55
2022-11,Punjab,Non-Renewable,Hydro,1096.3
2022-11,Punjab,Non-Renewable,Thermal,5680
2022-11,Punjab,Renewable,Bio Bagasse Cogen,299.5
2022-11,Punjab,Renewable,Bio Other Cogen,173.95
2022-11,Punjab,Renewable,Bio Waste,10.75
2022-11,Punjab,Renewable,Bio Waster Offgrid,14.74
2022-11,Punjab,Renewable,Small Hydro,176.1
2022-11,Punjab,Renewable,Solar Ground Based,828.58
2022-11,Punjab,Renewable,Solar Offgrid,75.74
2022-11,Punjab,Renewable,Solar Rooftop,239.09
2022-11,Rajasthan,Non-Renewable,Hydro,411
2022-11,Rajasthan,Non-Renewable,Natural Gas,1022.83
2022-11,Rajasthan,Non-Renewable,Nuclear,1180
2022-11,Rajasthan,Non-Renewable,Thermal,10480
2022-11,Rajasthan,Renewable,Bio Bagasse Cogen,119.25
2022-11,Rajasthan,Renewable,Bio Other Cogen,2
2022-11,Rajasthan,Renewable,Bio Waster Offgrid,3.83
2022-11,Rajasthan,Renewable,Small Hydro,23.85
2022-11,Rajasthan,Renewable,Solar Ground Based,12728.27
2022-11,Rajasthan,Renewable,Solar Hybrid,1579
2022-11,Rajasthan,Renewable,Solar Offgrid,483.77
2022-11,Rajasthan,Renewable,Solar Rooftop,835
2022-11,Rajasthan,Renewable,Wind,4681.82
2022-11,Sikkim,Non-Renewable,Hydro,2282
2022-11,Sikkim,Renewable,Small Hydro,55.11
2022-11,Sikkim,Renewable,Solar Offgrid,1.92
2022-11,Sikkim,Renewable,Solar Rooftop,2.76
2022-11,Tamil Nadu,Non-Renewable,Hydro,2178.2
2022-11,Tamil Nadu,Non-Renewable,Natural Gas,1017.18
2022-11,Tamil Nadu,Non-Renewable,Nuclear,2440
2022-11,Tamil Nadu,Non-Renewable,Thermal,13896.701
2022-11,Tamil Nadu,Renewable,Bio Bagasse Cogen,969.1
2022-11,Tamil Nadu,Renewable,Bio Other Cogen,43.55
2022-11,Tamil Nadu,Renewable,Bio Waste,6.4
2022-11,Tamil Nadu,Renewable,Bio Waster Offgrid,23.65
2022-11,Tamil Nadu,Renewable,Small Hydro,123.05
2022-11,Tamil Nadu,Renewable,Solar Ground Based,5904.83
2022-11,Tamil Nadu,Renewable,Solar Offgrid,60.13
2022-11,Tamil Nadu,Renewable,Solar Rooftop,368.5
2022-11,Tamil Nadu,Renewable,Wind,9936.02
2022-11,Telangana,Non-Renewable,Hydro,2405.6
2022-11,Telangana,Non-Renewable,Thermal,7842.5
2022-11,Telangana,Renewable,Bio Bagasse Cogen,158.1
2022-11,Telangana,Renewable,Bio Other Cogen,2
2022-11,Telangana,Renewable,Bio Waste,45.8
2022-11,Telangana,Renewable,Bio Waster Offgrid,13.84
2022-11,Telangana,Renewable,Small Hydro,90.87
2022-11,Telangana,Renewable,Solar Ground Based,4360.49
2022-11,Telangana,Renewable,Solar Offgrid,8.71
2022-11,Telangana,Renewable,Solar Rooftop,270.82
2022-11,Telangana,Renewable,Wind,128.1
2022-11,Tripura,Non-Renewable,Natural Gas,1067.6
2022-11,Tripura,Renewable,Small Hydro,16.01
2022-11,Tripura,Renewable,Solar Ground Based,5
2022-11,Tripura,Renewable,Solar Offgrid,6.89
2022-11,Tripura,Renewable,Solar Rooftop,4.41
2022-11,Uttar Pradesh,Non-Renewable,Hydro,501.6
2022-11,Uttar Pradesh,Non-Renewable,Natural Gas,1493.14
2022-11,Uttar Pradesh,Non-Renewable,Nuclear,440
2022-11,Uttar Pradesh,Non-Renewable,Thermal,24295
2022-11,Uttar Pradesh,Renewable,Bio Bagasse Cogen,1957.5
2022-11,Uttar Pradesh,Renewable,Bio Other Cogen,159.76
2022-11,Uttar Pradesh,Renewable,Bio Waster Offgrid,75.63
2022-11,Uttar Pradesh,Renewable,Small Hydro,49.1
2022-11,Uttar Pradesh,Renewable,Solar Ground Based,2074.5
2022-11,Uttar Pradesh,Renewable,Solar Offgrid,134.5
2022-11,Uttar Pradesh,Renewable,Solar Rooftop,258.78
2022-11,Uttarakhand,Non-Renewable,Hydro,3975.35
2022-11,Uttarakhand,Non-Renewable,Natural Gas,450
2022-11,Uttarakhand,Renewable,Bio Bagasse Cogen,72.72
2022-11,Uttarakhand,Renewable,Bio Other Cogen,57.5
2022-11,Uttarakhand,Renewable,Bio Waster Offgrid,9.22
2022-11,Uttarakhand,Renewable,Small Hydro,218.82
2022-11,Uttarakhand,Renewable,Solar Ground Based,298.4
2022-11,Uttarakhand,Renewable,Solar Offgrid,14.34
2022-11,Uttarakhand,Renewable,Solar Rooftop,262.71
2022-11,West Bengal,Non-Renewable,Hydro,1341.2
2022-11,West Bengal,Non-Renewable,Natural Gas,80
2022-11,West Bengal,Non-Renewable,Thermal,13697
2022-11,West Bengal,Renewable,Bio Bagasse Cogen,300
2022-11,West Bengal,Renewable,Bio Other Cogen,19.92
2022-11,West Bengal,Renewable,Bio Waster Offgrid,3.78
2022-11,West Bengal,Renewable,Small Hydro,98.5
2022-11,West Bengal,Renewable,Solar Ground Based,113.8
2022-11,West Bengal,Renewable,Solar Offgrid,12.99
2022-11,West Bengal,Renewable,Solar Rooftop,53.04
2019-12,Andaman & Nicobar,Non-Renewable,Thermal,40.048
2019-12,Andaman & Nicobar,Renewable,Small Hydro,5.25
2019-12,Andaman & Nicobar,Renewable,Solar Ground,7.6
2019-12,Andaman & Nicobar,Renewable,Solar Rooftop,4.59
2019-12,Andhra Pradesh,Non-Renewable,Hydro,1610
2019-12,Andhra Pradesh,Non-Renewable,Natural Gas,4898.544
2019-12,Andhra Pradesh,Non-Renewable,Thermal,11626.8
2019-12,Andhra Pradesh,Renewable,Bio Bagasse Cogen,378.2
2019-12,Andhra Pradesh,Renewable,Bio Other Cogen,98.98
2019-12,Andhra Pradesh,Renewable,Bio Waste,23.16
2019-12,Andhra Pradesh,Renewable,Small Hydro,162.11
2019-12,Andhra Pradesh,Renewable,Solar Ground,3470.99
2019-12,Andhra Pradesh,Renewable,Solar Rooftop,88.03
2019-12,Andhra Pradesh,Renewable,Wind,4092.45
2019-12,Arunachal Pradesh,Non-Renewable,Hydro,515
2019-12,Arunachal Pradesh,Renewable,Small Hydro,131.105
2019-12,Arunachal Pradesh,Renewable,Solar Ground,1.27
2019-12,Arunachal Pradesh,Renewable,Solar Rooftop,4.34
2019-12,Assam,Non-Renewable,Hydro,350
2019-12,Assam,Non-Renewable,Natural Gas,619.205
2019-12,Assam,Non-Renewable,Thermal,750
2019-12,Assam,Renewable,Small Hydro,34.11
2019-12,Assam,Renewable,Solar Ground,10.67
2019-12,Assam,Renewable,Solar Rooftop,30.56
2019-12,Bihar,Non-Renewable,Thermal,6390
2019-12,Bihar,Renewable,Bio Bagasse Cogen,113
2019-12,Bihar,Renewable,Bio Other Cogen,8.2
2019-12,Bihar,Renewable,Small Hydro,70.7
2019-12,Bihar,Renewable,Solar Ground,138.93
2019-12,Bihar,Renewable,Solar Rooftop,10.42
2019-12,Chandigarh,Renewable,Solar Ground,6.34
2019-12,Chandigarh,Renewable,Solar Rooftop,30.65
2019-12,Chhatisgarh,Non-Renewable,Hydro,120
2019-12,Chhatisgarh,Non-Renewable,Thermal,23128
2019-12,Chhatisgarh,Renewable,Bio Bagasse Cogen,228
2019-12,Chhatisgarh,Renewable,Bio Other Cogen,2.5
2019-12,Chhatisgarh,Renewable,Small Hydro,76
2019-12,Chhatisgarh,Renewable,Solar Ground,215.83
2019-12,Chhatisgarh,Renewable,Solar Rooftop,15.52
2019-12,Dadar & Nagar Haveli,Renewable,Solar Ground,2.49
2019-12,Dadar & Nagar Haveli,Renewable,Solar Rooftop,2.97
2019-12,Daman & Diu,Renewable,Solar Ground,10.15
2019-12,Daman & Diu,Renewable,Solar Rooftop,6.41
2019-12,Delhi,Non-Renewable,Natural Gas,2208.4
2019-12,Delhi,Renewable,Bio Waste,52
2019-12,Delhi,Renewable,Solar Ground,8.96
2019-12,Delhi,Renewable,Solar Rooftop,147.16
2019-12,Goa,Non-Renewable,Natural Gas,48
2019-12,Goa,Renewable,Small Hydro,0.05
2019-12,Goa,Renewable,Solar Ground,0.95
2019-12,Goa,Renewable,Solar Rooftop,3.83
2019-12,Gujarat,Non-Renewable,Hydro,1990
2019-12,Gujarat,Non-Renewable,Natural Gas,7551.41
2019-12,Gujarat,Non-Renewable,Nuclear,440
2019-12,Gujarat,Non-Renewable,Thermal,16232
2019-12,Gujarat,Renewable,Bio Bagasse Cogen,65.3
2019-12,Gujarat,Renewable,Bio Other Cogen,12
2019-12,Gujarat,Renewable,Small Hydro,62.352
2019-12,Gujarat,Renewable,Solar Ground,2346.92
2019-12,Gujarat,Renewable,Solar Rooftop,416.63
2019-12,Gujarat,Renewable,Wind,7359.22
2019-12,Haryana,Non-Renewable,Natural Gas,431.59
2019-12,Haryana,Non-Renewable,Thermal,5540
2019-12,Haryana,Renewable,Bio Bagasse Cogen,121.4
2019-12,Haryana,Renewable,Bio Other Cogen,84.26
2019-12,Haryana,Renewable,Small Hydro,73.5
2019-12,Haryana,Renewable,Solar Ground,130.8
2019-12,Haryana,Renewable,Solar Rooftop,118.47
2019-12,Himachal Pradesh,Non-Renewable,Hydro,9809.02
2019-12,Himachal Pradesh,Renewable,Bio Other Cogen,7.2
2019-12,Himachal Pradesh,Renewable,Small Hydro,906.51
2019-12,Himachal Pradesh,Renewable,Solar Ground,17
2019-12,Himachal Pradesh,Renewable,Solar Rooftop,15.57
2019-12,Jammu & Kashmir,Non-Renewable,Hydro,3360
2019-12,Jammu & Kashmir,Non-Renewable,Natural Gas,175
2019-12,Jammu & Kashmir,Renewable,Small Hydro,180.48
2019-12,Jammu & Kashmir,Renewable,Solar Ground,8.49
2019-12,Jammu & Kashmir,Renewable,Solar Rooftop,10.81
2019-12,Jharkhand,Non-Renewable,Hydro,210
2019-12,Jharkhand,Non-Renewable,Thermal,4590
2019-12,Jharkhand,Renewable,Bio Other Cogen,4.3
2019-12,Jharkhand,Renewable,Small Hydro,4.05
2019-12,Jharkhand,Renewable,Solar Ground,19.05
2019-12,Jharkhand,Renewable,Solar Rooftop,19.35
2019-12,Karnataka,Non-Renewable,Hydro,3644.2
2019-12,Karnataka,Non-Renewable,Nuclear,880
2019-12,Karnataka,Non-Renewable,Thermal,9505.2
2019-12,Karnataka,Renewable,Bio Bagasse Cogen,1866.6
2019-12,Karnataka,Renewable,Bio Other Cogen,15.2
2019-12,Karnataka,Renewable,Bio Waste,1
2019-12,Karnataka,Renewable,Small Hydro,1280.73
2019-12,Karnataka,Renewable,Solar Ground,7042.16
2019-12,Karnataka,Renewable,Solar Rooftop,232.77
2019-12,Karnataka,Renewable,Wind,4753.4
2019-12,Kerala,Non-Renewable,Hydro,1856.5
2019-12,Kerala,Non-Renewable,Natural Gas,533.58
2019-12,Kerala,Non-Renewable,Thermal,159.96
2019-12,Kerala,Renewable,Bio Other Cogen,0.72
2019-12,Kerala,Renewable,Small Hydro,222.02
2019-12,Kerala,Renewable,Solar Ground,100
2019-12,Kerala,Renewable,Solar Rooftop,41.75
2019-12,Kerala,Renewable,Wind,62.5
2019-12,Ladakh,Non-Renewable,Hydro,89
2019-12,Lakshwadeep,Renewable,Solar Ground,0.75
2019-12,Madhya Pradesh,Non-Renewable,Hydro,2235
2019-12,Madhya Pradesh,Non-Renewable,Thermal,20490
2019-12,Madhya Pradesh,Renewable,Bio Bagasse Cogen,93
2019-12,Madhya Pradesh,Renewable,Bio Other Cogen,12.35
2019-12,Madhya Pradesh,Renewable,Bio Waste,15.4
2019-12,Madhya Pradesh,Renewable,Small Hydro,95.91
2019-12,Madhya Pradesh,Renewable,Solar Ground,2188.08
2019-12,Madhya Pradesh,Renewable,Solar Rooftop,49.41
2019-12,Madhya Pradesh,Renewable,Wind,2519.89
2019-12,Maharashtra,Non-Renewable,Hydro,3047
2019-12,Maharashtra,Non-Renewable,Natural Gas,3207.08
2019-12,Maharashtra,Non-Renewable,Nuclear,1400
2019-12,Maharashtra,Non-Renewable,Thermal,25386
2019-12,Maharashtra,Renewable,Bio Bagasse Cogen,2499.7
2019-12,Maharashtra,Renewable,Bio Other Cogen,16.4
2019-12,Maharashtra,Renewable,Bio Waste,12.59
2019-12,Maharashtra,Renewable,Small Hydro,379.575
2019-12,Maharashtra,Renewable,Solar Ground,1447.3
2019-12,Maharashtra,Renewable,Solar Rooftop,216.12
2019-12,Maharashtra,Renewable,Wind,5000.33
2019-12,Manipur,Non-Renewable,Hydro,105
2019-12,Manipur,Non-Renewable,Thermal,36
2019-12,Manipur,Renewable,Small Hydro,5.45
2019-12,Manipur,Renewable,Solar Rooftop,4.58
2019-12,Meghalaya,Non-Renewable,Hydro,322
2019-12,Meghalaya,Renewable,Bio Other Cogen,13.8
2019-12,Meghalaya,Renewable,Small Hydro,32.53
2019-12,Meghalaya,Renewable,Solar Rooftop,0.12
2019-12,Mizoram,Non-Renewable,Hydro,60
2019-12,Mizoram,Renewable,Small Hydro,36.47
2019-12,Mizoram,Renewable,Solar Ground,0.1
2019-12,Mizoram,Renewable,Solar Rooftop,1.42
2019-12,Nagaland,Non-Renewable,Hydro,75
2019-12,Nagaland,Renewable,Small Hydro,30.67
2019-12,Nagaland,Renewable,Solar Rooftop,1
2019-12,Odisha,Non-Renewable,Hydro,2142.25
2019-12,Odisha,Non-Renewable,Thermal,9800
2019-12,Odisha,Renewable,Bio Bagasse Cogen,50.4
2019-12,Odisha,Renewable,Bio Other Cogen,8.82
2019-12,Odisha,Renewable,Small Hydro,64.625
2019-12,Odisha,Renewable,Solar Ground,383.56
2019-12,Odisha,Renewable,Solar Rooftop,14.28
2019-12,Others,Renewable,Wind,4.3
2019-12,Pondicherry,Non-Renewable,Natural Gas,32.5
2019-12,Pondicherry,Renewable,Solar Ground,0.03
2019-12,Pondicherry,Renewable,Solar Rooftop,5.48
2019-12,Punjab,Non-Renewable,Hydro,1096.3
2019-12,Punjab,Non-Renewable,Thermal,5680
2019-12,Punjab,Renewable,Bio Bagasse Cogen,194
2019-12,Punjab,Renewable,Bio Other Cogen,123.1
2019-12,Punjab,Renewable,Bio Waste,10.75
2019-12,Punjab,Renewable,Small Hydro,173.55
2019-12,Punjab,Renewable,Solar Ground,828.58
2019-12,Punjab,Renewable,Solar Rooftop,118.52
2019-12,Rajasthan,Non-Renewable,Hydro,411
2019-12,Rajasthan,Non-Renewable,Natural Gas,1023.13
2019-12,Rajasthan,Non-Renewable,Nuclear,1180
2019-12,Rajasthan,Non-Renewable,Thermal,9160
2019-12,Rajasthan,Renewable,Bio Bagasse Cogen,119.3
2019-12,Rajasthan,Renewable,Bio Other Cogen,2
2019-12,Rajasthan,Renewable,Small Hydro,23.85
2019-12,Rajasthan,Renewable,Solar Ground,4637.48
2019-12,Rajasthan,Renewable,Solar Rooftop,206.73
2019-12,Rajasthan,Renewable,Wind,4299.72
2019-12,Sikkim,Non-Renewable,Hydro,2169
