YYYY-MM,Source,Type,State,0
01-09-2020,Solar Ground,Renewable,Haryana,130.8
01-09-2020,Solar Ground,Renewable,Himachal Pradesh,22.75
01-09-2020,Solar Ground,Renewable,Jammu & Kashmir,8.49
01-09-2020,Solar Ground,Renewable,Jharkhand,19.05
01-09-2020,Solar Ground,Renewable,Karnataka,7065.16
01-09-2020,Solar Ground,Renewable,Kerala,100.0
01-09-2020,Solar Ground,Renewable,Ladakh,0.0
01-09-2020,Solar Ground,Renewable,Lakshwadeep,0.75
01-09-2020,Solar Ground,Renewable,Madhya Pradesh,2273.81
01-09-2020,Solar Ground,Renewable,Maharashtra,1612.24
01-09-2020,Solar Ground,Renewable,Manipur,0.0
01-09-2020,Solar Ground,Renewable,Meghalaya,0.0
01-09-2020,Solar Ground,Renewable,Mizoram,0.1
01-09-2020,Solar Ground,Renewable,Nagaland,0.0
01-09-2020,Solar Ground,Renewable,Odisha,383.56
01-09-2020,Solar Ground,Renewable,Others,0.0
01-09-2020,Solar Ground,Renewable,Pondicherry,0.03
01-09-2020,Solar Ground,Renewable,Punjab,828.58
01-09-2020,Solar Ground,Renewable,Rajasthan,4996.96
01-09-2020,Solar Ground,Renewable,Sikkim,0.0
01-09-2020,Solar Ground,Renewable,Tamil Nadu,3973.87
01-09-2020,Solar Ground,Renewable,Telangana,3692.29
01-09-2020,Solar Ground,Renewable,Tripura,5.0
01-09-2020,Solar Ground,Renewable,Uttar Pradesh,959.0
01-09-2020,Solar Ground,Renewable,Uttarakhand,239.78
01-09-2020,Solar Ground,Renewable,West Bengal,90.0
01-09-2020,Solar Ground Based,Renewable,Andaman & Nicobar,0.0
01-09-2020,Solar Ground Based,Renewable,Andhra Pradesh,0.0
01-09-2020,Solar Ground Based,Renewable,Arunachal Pradesh,0.0
01-09-2020,Solar Ground Based,Renewable,Assam,0.0
01-09-2020,Solar Ground Based,Renewable,Bihar,0.0
01-09-2020,Solar Ground Based,Renewable,Chandigarh,0.0
01-09-2020,Solar Ground Based,Renewable,Chhatisgarh,0.0
01-09-2020,Solar Ground Based,Renewable,Dadar & Nagar Haveli,0.0
01-09-2020,Solar Ground Based,Renewable,Daman & Diu,0.0
01-09-2020,Solar Ground Based,Renewable,Delhi,0.0
01-09-2020,Solar Ground Based,Renewable,Goa,0.0
01-09-2020,Solar Ground Based,Renewable,Gujarat,0.0
01-09-2020,Solar Ground Based,Renewable,Haryana,0.0
01-09-2020,Solar Ground Based,Renewable,Himachal Pradesh,0.0
01-09-2020,Solar Ground Based,Renewable,Jammu & Kashmir,0.0
01-09-2020,Solar Ground Based,Renewable,Jharkhand,0.0
01-09-2020,Solar Ground Based,Renewable,Karnataka,0.0
01-09-2020,Solar Ground Based,Renewable,Kerala,0.0
01-09-2020,Solar Ground Based,Renewable,Ladakh,0.0
01-09-2020,Solar Ground Based,Renewable,Lakshwadeep,0.0
01-09-2020,Solar Ground Based,Renewable,Madhya Pradesh,0.0
01-09-2020,Solar Ground Based,Renewable,Maharashtra,0.0
01-09-2020,Solar Ground Based,Renewable,Manipur,0.0
01-09-2020,Solar Ground Based,Renewable,Meghalaya,0.0
01-09-2020,Solar Ground Based,Renewable,Mizoram,0.0
01-09-2020,Solar Ground Based,Renewable,Nagaland,0.0
01-09-2020,Solar Ground Based,Renewable,Odisha,0.0
01-09-2020,Solar Ground Based,Renewable,Others,0.0
01-09-2020,Solar Ground Based,Renewable,Pondicherry,0.0
01-09-2020,Solar Ground Based,Renewable,Punjab,0.0
01-09-2020,Solar Ground Based,Renewable,Rajasthan,0.0
01-09-2020,Solar Ground Based,Renewable,Sikkim,0.0
01-09-2020,Solar Ground Based,Renewable,Tamil Nadu,0.0
01-09-2020,Solar Ground Based,Renewable,Telangana,0.0
01-09-2020,Solar Ground Based,Renewable,Tripura,0.0
01-09-2020,Solar Ground Based,Renewable,Uttar Pradesh,0.0
01-09-2020,Solar Ground Based,Renewable,Uttarakhand,0.0
01-09-2020,Solar Ground Based,Renewable,West Bengal,0.0
01-09-2020,Solar Hybrid,Renewable,Andaman & Nicobar,0.0
01-09-2020,Solar Hybrid,Renewable,Andhra Pradesh,0.0
01-09-2020,Solar Hybrid,Renewable,Arunachal Pradesh,0.0
01-09-2020,Solar Hybrid,Renewable,Assam,0.0
01-09-2020,Solar Hybrid,Renewable,Bihar,0.0
01-09-2020,Solar Hybrid,Renewable,Chandigarh,0.0
01-09-2020,Solar Hybrid,Renewable,Chhatisgarh,0.0
01-09-2020,Solar Hybrid,Renewable,Dadar & Nagar Haveli,0.0
01-09-2020,Solar Hybrid,Renewable,Daman & Diu,0.0
01-09-2020,Solar Hybrid,Renewable,Delhi,0.0
01-09-2020,Solar Hybrid,Renewable,Goa,0.0
01-09-2020,Solar Hybrid,Renewable,Gujarat,0.0
01-09-2020,Solar Hybrid,Renewable,Haryana,0.0
01-09-2020,Solar Hybrid,Renewable,Himachal Pradesh,0.0
01-09-2020,Solar Hybrid,Renewable,Jammu & Kashmir,0.0
01-09-2020,Solar Hybrid,Renewable,Jharkhand,0.0
01-09-2020,Solar Hybrid,Renewable,Karnataka,0.0
01-09-2020,Solar Hybrid,Renewable,Kerala,0.0
01-09-2020,Solar Hybrid,Renewable,Ladakh,0.0
01-09-2020,Solar Hybrid,Renewable,Lakshwadeep,0.0
01-09-2020,Solar Hybrid,Renewable,Madhya Pradesh,0.0
01-09-2020,Solar Hybrid,Renewable,Maharashtra,0.0
01-09-2020,Solar Hybrid,Renewable,Manipur,0.0
01-09-2020,Solar Hybrid,Renewable,Meghalaya,0.0
01-09-2020,Solar Hybrid,Renewable,Mizoram,0.0
01-09-2020,Solar Hybrid,Renewable,Nagaland,0.0
01-09-2020,Solar Hybrid,Renewable,Odisha,0.0
01-09-2020,Solar Hybrid,Renewable,Others,0.0
01-09-2020,Solar Hybrid,Renewable,Pondicherry,0.0
01-09-2020,Solar Hybrid,Renewable,Punjab,0.0
01-09-2020,Solar Hybrid,Renewable,Rajasthan,0.0
01-09-2020,Solar Hybrid,Renewable,Sikkim,0.0
01-09-2020,Solar Hybrid,Renewable,Tamil Nadu,0.0
01-09-2020,Solar Hybrid,Renewable,Telangana,0.0
01-09-2020,Solar Hybrid,Renewable,Tripura,0.0
01-09-2020,Solar Hybrid,Renewable,Uttar Pradesh,0.0
01-09-2020,Solar Hybrid,Renewable,Uttarakhand,0.0
01-09-2020,Solar Hybrid,Renewable,West Bengal,0.0
01-09-2020,Solar Offgrid,Renewable,Andaman & Nicobar,0.0
01-09-2020,Solar Offgrid,Renewable,Andhra Pradesh,0.0
01-09-2020,Solar Offgrid,Renewable,Arunachal Pradesh,0.0
01-09-2020,Solar Offgrid,Renewable,Assam,0.0
01-09-2020,Solar Offgrid,Renewable,Bihar,0.0
01-09-2020,Solar Offgrid,Renewable,Chandigarh,0.0
01-09-2020,Solar Offgrid,Renewable,Chhatisgarh,0.0
01-09-2020,Solar Offgrid,Renewable,Dadar & Nagar Haveli,0.0
01-09-2020,Solar Offgrid,Renewable,Daman & Diu,0.0
01-09-2020,Solar Offgrid,Renewable,Delhi,0.0
01-09-2020,Solar Offgrid,Renewable,Goa,0.0
01-09-2020,Solar Offgrid,Renewable,Gujarat,0.0
01-09-2020,Solar Offgrid,Renewable,Haryana,0.0
01-09-2020,Solar Offgrid,Renewable,Himachal Pradesh,0.0
01-09-2020,Solar Offgrid,Renewable,Jammu & Kashmir,0.0
01-09-2020,Solar Offgrid,Renewable,Jharkhand,0.0
01-09-2020,Solar Offgrid,Renewable,Karnataka,0.0
01-09-2020,Solar Offgrid,Renewable,Kerala,0.0
01-09-2020,Solar Offgrid,Renewable,Ladakh,0.0
01-09-2020,Solar Offgrid,Renewable,Lakshwadeep,0.0
01-09-2020,Solar Offgrid,Renewable,Madhya Pradesh,0.0
01-09-2020,Solar Offgrid,Renewable,Maharashtra,0.0
01-09-2020,Solar Offgrid,Renewable,Manipur,0.0
01-09-2020,Solar Offgrid,Renewable,Meghalaya,0.0
01-09-2020,Solar Offgrid,Renewable,Mizoram,0.0
01-09-2020,Solar Offgrid,Renewable,Nagaland,0.0
01-09-2020,Solar Offgrid,Renewable,Odisha,0.0
01-09-2020,Solar Offgrid,Renewable,Others,0.0
01-09-2020,Solar Offgrid,Renewable,Pondicherry,0.0
01-09-2020,Solar Offgrid,Renewable,Punjab,0.0
01-09-2020,Solar Offgrid,Renewable,Rajasthan,0.0
01-09-2020,Solar Offgrid,Renewable,Sikkim,0.0
01-09-2020,Solar Offgrid,Renewable,Tamil Nadu,0.0
01-09-2020,Solar Offgrid,Renewable,Telangana,0.0
01-09-2020,Solar Offgrid,Renewable,Tripura,0.0
01-09-2020,Solar Offgrid,Renewable,Uttar Pradesh,0.0
01-09-2020,Solar Offgrid,Renewable,Uttarakhand,0.0
01-09-2020,Solar Offgrid,Renewable,West Bengal,0.0
01-09-2020,Solar Rooftop,Renewable,Andaman & Nicobar,4.59
01-09-2020,Solar Rooftop,Renewable,Andhra Pradesh,93.89
01-09-2020,Solar Rooftop,Renewable,Arunachal Pradesh,4.34
01-09-2020,Solar Rooftop,Renewable,Assam,31.68
01-09-2020,Solar Rooftop,Renewable,Bihar,14.42
01-09-2020,Solar Rooftop,Renewable,Chandigarh,36.6
01-09-2020,Solar Rooftop,Renewable,Chhatisgarh,22.73
01-09-2020,Solar Rooftop,Renewable,Dadar & Nagar Haveli,2.97
01-09-2020,Solar Rooftop,Renewable,Daman & Diu,22.32
01-09-2020,Solar Rooftop,Renewable,Delhi,167.5
01-09-2020,Solar Rooftop,Renewable,Goa,3.83
01-09-2020,Solar Rooftop,Renewable,Gujarat,796.68
01-09-2020,Solar Rooftop,Renewable,Haryana,122.35
01-09-2020,Solar Rooftop,Renewable,Himachal Pradesh,18.36
01-09-2020,Solar Rooftop,Renewable,Jammu & Kashmir,10.95
01-09-2020,Solar Rooftop,Renewable,Jharkhand,20.01
01-09-2020,Solar Rooftop,Renewable,Karnataka,232.77
01-09-2020,Solar Rooftop,Renewable,Kerala,46.84
01-09-2020,Solar Rooftop,Renewable,Ladakh,0.0
01-09-2020,Solar Rooftop,Renewable,Lakshwadeep,0.0
01-09-2020,Solar Rooftop,Renewable,Madhya Pradesh,57.61
01-09-2020,Solar Rooftop,Renewable,Maharashtra,262.5
01-09-2020,Solar Rooftop,Renewable,Manipur,6.36
01-09-2020,Solar Rooftop,Renewable,Meghalaya,0.12
01-09-2020,Solar Rooftop,Renewable,Mizoram,1.43
01-09-2020,Solar Rooftop,Renewable,Nagaland,1.0
01-09-2020,Solar Rooftop,Renewable,Odisha,15.49
01-09-2020,Solar Rooftop,Renewable,Others,0.0
01-09-2020,Solar Rooftop,Renewable,Pondicherry,7.47
01-09-2020,Solar Rooftop,Renewable,Punjab,118.52
01-09-2020,Solar Rooftop,Renewable,Rajasthan,356.28
01-09-2020,Solar Rooftop,Renewable,Sikkim,0.07
01-09-2020,Solar Rooftop,Renewable,Tamil Nadu,247.49
01-09-2020,Solar Rooftop,Renewable,Telangana,132.89
01-09-2020,Solar Rooftop,Renewable,Tripura,4.41
01-09-2020,Solar Rooftop,Renewable,Uttar Pradesh,225.1
01-09-2020,Solar Rooftop,Renewable,Uttarakhand,78.18
01-09-2020,Solar Rooftop,Renewable,West Bengal,48.55
01-09-2020,Thermal,Non-Renewable,Andaman & Nicobar,40.048
01-09-2020,Thermal,Non-Renewable,Andhra Pradesh,11626.8
01-09-2020,Thermal,Non-Renewable,Arunachal Pradesh,0.0
01-09-2020,Thermal,Non-Renewable,Assam,750.0
01-09-2020,Thermal,Non-Renewable,Bihar,6390.0
01-09-2020,Thermal,Non-Renewable,Chhatisgarh,23928.0
01-09-2020,Thermal,Non-Renewable,Delhi,0.0
01-09-2020,Thermal,Non-Renewable,Goa,0.0
01-09-2020,Thermal,Non-Renewable,Gujarat,16232.0
01-09-2020,Thermal,Non-Renewable,Haryana,5330.0
01-09-2020,Thermal,Non-Renewable,Himachal Pradesh,0.0
01-09-2020,Thermal,Non-Renewable,Jammu & Kashmir,0.0
01-09-2020,Thermal,Non-Renewable,Jharkhand,4460.0
01-09-2020,Thermal,Non-Renewable,Karnataka,9505.2
01-09-2020,Thermal,Non-Renewable,Kerala,159.96
01-09-2020,Thermal,Non-Renewable,Ladakh,0.0
01-09-2020,Thermal,Non-Renewable,Lakshadweep,0.0
01-09-2020,Thermal,Non-Renewable,Madhya Pradesh,21150.0
01-09-2020,Thermal,Non-Renewable,Maharashtra,24966.0
01-09-2020,Thermal,Non-Renewable,Manipur,36.0
01-09-2020,Thermal,Non-Renewable,Meghalaya,0.0
01-09-2020,Thermal,Non-Renewable,Mizoram,0.0
01-09-2020,Thermal,Non-Renewable,Nagaland,0.0
01-09-2020,Thermal,Non-Renewable,Odisha,9800.0
01-09-2020,Thermal,Non-Renewable,Pondicherry,0.0
01-09-2020,Thermal,Non-Renewable,Punjab,5680.0
01-09-2020,Thermal,Non-Renewable,Rajasthan,9820.0
01-09-2020,Thermal,Non-Renewable,Sikkim,0.0
01-09-2020,Thermal,Non-Renewable,Tamil Nadu,12971.701
01-09-2020,Thermal,Non-Renewable,Telangana,7032.5
01-09-2020,Thermal,Non-Renewable,Tripura,0.0
01-09-2020,Thermal,Non-Renewable,Uttar Pradesh,22409.0
01-09-2020,Thermal,Non-Renewable,Uttarakhand,0.0
01-09-2020,Thermal,Non-Renewable,West Bengal,14165.0
01-09-2020,Wind,Renewable,Andaman & Nicobar,0.0
01-09-2020,Wind,Renewable,Andhra Pradesh,4092.45
01-09-2020,Wind,Renewable,Arunachal Pradesh,0.0
01-09-2020,Wind,Renewable,Assam,0.0
01-09-2020,Wind,Renewable,Bihar,0.0
01-09-2020,Wind,Renewable,Chandigarh,0.0
01-09-2020,Wind,Renewable,Chhatisgarh,0.0
01-09-2020,Wind,Renewable,Dadar & Nagar Haveli,0.0
01-09-2020,Wind,Renewable,Daman & Diu,0.0
01-09-2020,Wind,Renewable,Delhi,0.0
01-09-2020,Wind,Renewable,Goa,0.0
01-09-2020,Wind,Renewable,Gujarat,7844.72
01-09-2020,Wind,Renewable,Haryana,0.0
01-09-2020,Wind,Renewable,Himachal Pradesh,0.0
01-09-2020,Wind,Renewable,Jammu & Kashmir,0.0
01-09-2020,Wind,Renewable,Jharkhand,0.0
01-09-2020,Wind,Renewable,Karnataka,4794.8
01-09-2020,Wind,Renewable,Kerala,62.5
01-09-2020,Wind,Renewable,Ladakh,0.0
01-09-2020,Wind,Renewable,Lakshwadeep,0.0
01-09-2020,Wind,Renewable,Madhya Pradesh,2519.89
01-09-2020,Wind,Renewable,Maharashtra,5000.33
01-09-2020,Wind,Renewable,Manipur,0.0
01-09-2020,Wind,Renewable,Meghalaya,0.0
01-09-2020,Wind,Renewable,Mizoram,0.0
01-09-2020,Wind,Renewable,Nagaland,0.0
01-09-2020,Wind,Renewable,Odisha,0.0
01-09-2020,Wind,Renewable,Others,4.3
01-09-2020,Wind,Renewable,Pondicherry,0.0
01-09-2020,Wind,Renewable,Punjab,0.0
01-09-2020,Wind,Renewable,Rajasthan,4299.72
01-09-2020,Wind,Renewable,Sikkim,0.0
01-09-2020,Wind,Renewable,Tamil Nadu,9377.34
01-09-2020,Wind,Renewable,Telangana,128.1
01-09-2020,Wind,Renewable,Tripura,0.0
01-09-2020,Wind,Renewable,Uttar Pradesh,0.0
01-09-2020,Wind,Renewable,Uttarakhand,0.0
01-09-2020,Wind,Renewable,West Bengal,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Andaman & Nicobar,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Andhra Pradesh,378.1
01-09-2021,Bio Bagasse Cogen,Renewable,Arunachal Pradesh,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Assam,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Bihar,112.5
01-09-2021,Bio Bagasse Cogen,Renewable,Chandigarh,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Chhatisgarh,272.09
01-09-2021,Bio Bagasse Cogen,Renewable,Dadar & Nagar Haveli,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Daman & Diu,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Delhi,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Goa,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Gujarat,65.3
01-09-2021,Bio Bagasse Cogen,Renewable,Haryana,121.4
01-09-2021,Bio Bagasse Cogen,Renewable,Himachal Pradesh,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Jammu & Kashmir,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Jharkhand,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Karnataka,1867.1
01-09-2021,Bio Bagasse Cogen,Renewable,Kerala,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Ladakh,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Lakshwadeep,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Madhya Pradesh,92.5
01-09-2021,Bio Bagasse Cogen,Renewable,Maharashtra,2568.0
01-09-2021,Bio Bagasse Cogen,Renewable,Manipur,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Meghalaya,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Mizoram,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Nagaland,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Odisha,50.4
01-09-2021,Bio Bagasse Cogen,Renewable,Others,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Pondicherry,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Punjab,299.5
01-09-2021,Bio Bagasse Cogen,Renewable,Rajasthan,119.25
01-09-2021,Bio Bagasse Cogen,Renewable,Sikkim,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Tamil Nadu,969.1
01-09-2021,Bio Bagasse Cogen,Renewable,Telangana,158.1
01-09-2021,Bio Bagasse Cogen,Renewable,Tripura,0.0
01-09-2021,Bio Bagasse Cogen,Renewable,Uttar Pradesh,1957.5
01-09-2021,Bio Bagasse Cogen,Renewable,Uttarakhand,72.72
01-09-2021,Bio Bagasse Cogen,Renewable,West Bengal,300.0
01-09-2021,Bio Other Cogen,Renewable,Andaman & Nicobar,0.0
01-09-2021,Bio Other Cogen,Renewable,Andhra Pradesh,105.57
01-09-2021,Bio Other Cogen,Renewable,Arunachal Pradesh,0.0
01-09-2021,Bio Other Cogen,Renewable,Assam,2.0
01-09-2021,Bio Other Cogen,Renewable,Bihar,12.2
01-09-2021,Bio Other Cogen,Renewable,Chandigarh,0.0
01-09-2021,Bio Other Cogen,Renewable,Chhatisgarh,2.5
01-09-2021,Bio Other Cogen,Renewable,Dadar & Nagar Haveli,0.0
01-09-2021,Bio Other Cogen,Renewable,Daman & Diu,0.0
01-09-2021,Bio Other Cogen,Renewable,Delhi,0.0
01-09-2021,Bio Other Cogen,Renewable,Goa,0.0
01-09-2021,Bio Other Cogen,Renewable,Gujarat,12.0
01-09-2021,Bio Other Cogen,Renewable,Haryana,89.26
01-09-2021,Bio Other Cogen,Renewable,Himachal Pradesh,9.2
01-09-2021,Bio Other Cogen,Renewable,Jammu & Kashmir,0.0
01-09-2021,Bio Other Cogen,Renewable,Jharkhand,4.3
01-09-2021,Bio Other Cogen,Renewable,Karnataka,20.2
01-09-2021,Bio Other Cogen,Renewable,Kerala,2.27
01-09-2021,Bio Other Cogen,Renewable,Ladakh,0.0
01-09-2021,Bio Other Cogen,Renewable,Lakshwadeep,0.0
01-09-2021,Bio Other Cogen,Renewable,Madhya Pradesh,14.85
01-09-2021,Bio Other Cogen,Renewable,Maharashtra,16.4
01-09-2021,Bio Other Cogen,Renewable,Manipur,0.0
01-09-2021,Bio Other Cogen,Renewable,Meghalaya,13.8
01-09-2021,Bio Other Cogen,Renewable,Mizoram,0.0
01-09-2021,Bio Other Cogen,Renewable,Nagaland,0.0
01-09-2021,Bio Other Cogen,Renewable,Odisha,8.82
01-09-2021,Bio Other Cogen,Renewable,Others,0.0
01-09-2021,Bio Other Cogen,Renewable,Pondicherry,0.0
01-09-2021,Bio Other Cogen,Renewable,Punjab,173.95
01-09-2021,Bio Other Cogen,Renewable,Rajasthan,2.0
01-09-2021,Bio Other Cogen,Renewable,Sikkim,0.0
01-09-2021,Bio Other Cogen,Renewable,Tamil Nadu,43.55
01-09-2021,Bio Other Cogen,Renewable,Telangana,2.0
01-09-2021,Bio Other Cogen,Renewable,Tripura,0.0
01-09-2021,Bio Other Cogen,Renewable,Uttar Pradesh,159.76
01-09-2021,Bio Other Cogen,Renewable,Uttarakhand,57.5
01-09-2021,Bio Other Cogen,Renewable,West Bengal,19.92
01-09-2021,Bio Waste,Renewable,Andaman & Nicobar,0.0
01-09-2021,Bio Waste,Renewable,Andhra Pradesh,23.16
01-09-2021,Bio Waste,Renewable,Arunachal Pradesh,0.0
01-09-2021,Bio Waste,Renewable,Assam,0.0
01-09-2021,Bio Waste,Renewable,Bihar,0.0
01-09-2021,Bio Waste,Renewable,Chandigarh,0.0
01-09-2021,Bio Waste,Renewable,Chhatisgarh,0.0
01-09-2021,Bio Waste,Renewable,Dadar & Nagar Haveli,0.0
01-09-2021,Bio Waste,Renewable,Daman & Diu,0.0
01-09-2021,Bio Waste,Renewable,Delhi,52.0
01-09-2021,Bio Waste,Renewable,Goa,0.34
01-09-2021,Bio Waste,Renewable,Gujarat,0.0
01-09-2021,Bio Waste,Renewable,Haryana,1.2
01-09-2021,Bio Waste,Renewable,Himachal Pradesh,0.0
01-09-2021,Bio Waste,Renewable,Jammu & Kashmir,0.0
01-09-2021,Bio Waste,Renewable,Jharkhand,0.0
01-09-2021,Bio Waste,Renewable,Karnataka,1.0
01-09-2021,Bio Waste,Renewable,Kerala,0.0
01-09-2021,Bio Waste,Renewable,Ladakh,0.0
01-09-2021,Bio Waste,Renewable,Lakshwadeep,0.0
01-09-2021,Bio Waste,Renewable,Madhya Pradesh,15.4
01-09-2021,Bio Waste,Renewable,Maharashtra,12.59
01-09-2021,Bio Waste,Renewable,Manipur,0.0
01-09-2021,Bio Waste,Renewable,Meghalaya,0.0
01-09-2021,Bio Waste,Renewable,Mizoram,0.0
01-09-2021,Bio Waste,Renewable,Nagaland,0.0
01-09-2021,Bio Waste,Renewable,Odisha,0.0
01-09-2021,Bio Waste,Renewable,Others,0.0
01-09-2021,Bio Waste,Renewable,Pondicherry,0.0
01-09-2021,Bio Waste,Renewable,Punjab,10.75
01-09-2021,Bio Waste,Renewable,Rajasthan,0.0
01-09-2021,Bio Waste,Renewable,Sikkim,0.0
01-09-2021,Bio Waste,Renewable,Tamil Nadu,6.4
01-09-2021,Bio Waste,Renewable,Telangana,45.8
01-09-2021,Bio Waste,Renewable,Tripura,0.0
01-09-2021,Bio Waste,Renewable,Uttar Pradesh,0.0
01-09-2021,Bio Waste,Renewable,Uttarakhand,0.0
01-09-2021,Bio Waste,Renewable,West Bengal,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Andaman & Nicobar,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Andhra Pradesh,29.21
01-09-2021,Bio Waster Offgrid,Renewable,Arunachal Pradesh,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Assam,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Bihar,1.0
01-09-2021,Bio Waster Offgrid,Renewable,Chandigarh,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Chhatisgarh,0.41
01-09-2021,Bio Waster Offgrid,Renewable,Dadar & Nagar Haveli,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Daman & Diu,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Delhi,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Goa,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Gujarat,22.58
01-09-2021,Bio Waster Offgrid,Renewable,Haryana,6.14
01-09-2021,Bio Waster Offgrid,Renewable,Himachal Pradesh,1.0
01-09-2021,Bio Waster Offgrid,Renewable,Jammu & Kashmir,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Jharkhand,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Karnataka,13.85
01-09-2021,Bio Waster Offgrid,Renewable,Kerala,0.23
01-09-2021,Bio Waster Offgrid,Renewable,Ladakh,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Lakshwadeep,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Madhya Pradesh,5.25
01-09-2021,Bio Waster Offgrid,Renewable,Maharashtra,35.16
01-09-2021,Bio Waster Offgrid,Renewable,Manipur,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Meghalaya,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Mizoram,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Nagaland,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Odisha,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Others,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Pondicherry,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Punjab,7.45
01-09-2021,Bio Waster Offgrid,Renewable,Rajasthan,3.83
01-09-2021,Bio Waster Offgrid,Renewable,Sikkim,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Tamil Nadu,20.86
01-09-2021,Bio Waster Offgrid,Renewable,Telangana,13.43
01-09-2021,Bio Waster Offgrid,Renewable,Tripura,0.0
01-09-2021,Bio Waster Offgrid,Renewable,Uttar Pradesh,62.41
01-09-2021,Bio Waster Offgrid,Renewable,Uttarakhand,9.22
01-09-2021,Bio Waster Offgrid,Renewable,West Bengal,1.17
01-09-2021,Hydro,Non-Renewable,Andaman & Nicobar,0.0
01-09-2021,Hydro,Non-Renewable,Andhra Pradesh,1610.0
01-09-2021,Hydro,Non-Renewable,Arunachal Pradesh,1115.0
01-09-2021,Hydro,Non-Renewable,Assam,350.0
01-09-2021,Hydro,Non-Renewable,Bihar,0.0
01-09-2021,Hydro,Non-Renewable,Chhatisgarh,120.0
01-09-2021,Hydro,Non-Renewable,Delhi,0.0
01-09-2021,Hydro,Non-Renewable,Goa,0.0
01-09-2021,Hydro,Non-Renewable,Gujarat,1990.0
01-09-2021,Hydro,Non-Renewable,Haryana,0.0
01-09-2021,Hydro,Non-Renewable,Himachal Pradesh,10065.02
01-09-2021,Hydro,Non-Renewable,Jammu & Kashmir,3360.0
01-09-2021,Hydro,Non-Renewable,Jharkhand,210.0
01-09-2021,Hydro,Non-Renewable,Karnataka,3689.2
01-09-2021,Hydro,Non-Renewable,Kerala,1856.5
01-09-2021,Hydro,Non-Renewable,Ladakh,89.0
01-09-2021,Hydro,Non-Renewable,Lakshadweep,0.0
01-09-2021,Hydro,Non-Renewable,Madhya Pradesh,2235.0
01-09-2021,Hydro,Non-Renewable,Maharashtra,3047.0
01-09-2021,Hydro,Non-Renewable,Manipur,105.0
01-09-2021,Hydro,Non-Renewable,Meghalaya,322.0
01-09-2021,Hydro,Non-Renewable,Mizoram,60.0
01-09-2021,Hydro,Non-Renewable,Nagaland,75.0
01-09-2021,Hydro,Non-Renewable,Odisha,2142.25
01-09-2021,Hydro,Non-Renewable,Pondicherry,0.0
01-09-2021,Hydro,Non-Renewable,Punjab,1096.3
01-09-2021,Hydro,Non-Renewable,Rajasthan,411.0
01-09-2021,Hydro,Non-Renewable,Sikkim,2282.0
01-09-2021,Hydro,Non-Renewable,Tamil Nadu,2178.2
01-09-2021,Hydro,Non-Renewable,Telangana,2405.6
01-09-2021,Hydro,Non-Renewable,Tripura,0.0
01-09-2021,Hydro,Non-Renewable,Uttar Pradesh,501.6
01-09-2021,Hydro,Non-Renewable,Uttarakhand,3855.35
01-09-2021,Hydro,Non-Renewable,West Bengal,1341.2
